Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 61;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Набор для заправки BURSTEN Plug-n-Print ;;;;;;;;
2771109150313.0;Чернила ОСР 117 MP для картриджей EPS T0343, 25 g;;350.0;3.34;;;;;7EO
2771109150337.0;Чернила ОСР 118 CPL для картриджей EPS T0345 (2100/2200), 25 g;;310.0;3.11;;;;;7EO
2771109150344.0;Чернила ОСР 118 MPL для картриджей EPS T0346 (2100/2200), 25 g;;310.0;3.11;;;;;7EO
2771109150016.0;Чернила ОСР 140 BK (340 edition) для картриджей EPS Clar, 25 g;;350.0;3.34;;;;;7EO
2771109150023.0;Чернила ОСР 140 C Light-stable для картриджей EPS Clar, 25 g;;330.0;3.32;;;;;7EO
2771109150030.0;Чернила ОСР 140 M для картриджей EPS Clar, 25 g;;180.0;1.67;;;;;7EO
2771109150047.0;Чернила ОСР 140 Y для картриджей EPS Clar, 25 g;;180.0;1.67;;;;;7EO
2771109150054.0;Чернила ОСР 141 CL для картриджей EPS Clar, 25 g;;180.0;1.56;;;;;7EO
2771109150061.0;Чернила ОСР 141 ML для картриджей EPS Clar, 25 g;;180.0;1.56;;;;;7EO
2771109150078.0;Чернила ОСР 142 C для картриджей EPS Clar, 25 g;;150.0;1.39;;;;;7EO
2771109150351.0;Чернила ОСР 200 BKP для картриджей EPS T0599 (R2400), 25 g;;300.0;2.78;;;;;7EO
2771109150368.0;Чернила ОСР 200 CP для картриджей EPS T0592 (R2400), 25 g;;490.0;4.78;;;;;7EO
2771109150375.0;Чернила ОСР 200 MP для картриджей EPS T0593 (R2400), 25 g;;490.0;4.78;;;;;7EO
2771109150382.0;Чернила ОСР 200 YP для картриджей EPS T0594 (R2400), 25 g;;490.0;4.78;;;;;7EO
2771109150399.0;Чернила ОСР 201 BKP для картриджей EPS T0597 (R2400), 25 g;;310.0;3.11;;;;;7EO
2771109150405.0;Чернила ОСР 201 CPL для картриджей EPS T0595 (R2400), 25 g;;390.0;3.78;;;;;7EO
2771109150412.0;Чернила ОСР 201 MPL для картриджей EPS T0596 (R2400), 25 g;;390.0;3.78;;;;;7EO
2771109150429.0;Чернила ОСР 202 BKP для картриджей EPS T0591 (R2400), 25 g;;330.0;3.34;;;;;7EO
2771109150436.0;Чернила ОСР 203 BKP для картриджей EPS T0598 (R2400), 25 g;;410.0;4.01;;;;;7EO
2771109150443.0;Чернила ОСР 209 VIVID MP для картриджей EPS 11880, 25 g;;480.0;4.68;;;;;7EO
2771109150450.0;Чернила ОСР 210 VIVID MPL для картриджей EPS 11880, 25 g;;260.0;2.45;;;;;7EO
2771109150214.0;Чернила ОСР 61 Y для картриджей EPS R200, 25 g;;170.0;1.56;;;;;7EO
2771109150221.0;Чернила ОСР 72 M для картриджей EPS R200, 25 g;;170.0;1.56;;;;;7EO
2771109150238.0;Чернила ОСР 73 BK для картриджей EPS R200, 25 g;;310.0;3.11;;;;;7EO
2771109150245.0;Чернила ОСР 73 LM для картриджей EPS R200, 25 g;;140.0;1.44;;;;;7EO
2771109150252.0;Чернила ОСР 76 C для картриджей EPS R200, 25 g;;180.0;1.56;;;;;7EO
2771109150269.0;Чернила ОСР 77 LC для картриджей EPS R200, 25 g;;140.0;1.44;;;;;7EO
2771109150122.0;Чернила ОСР EGO для картриджей EPS T0540/T0870 (R800/1800/1900/2000), 25 g;;350.0;3.34;;;;;7EO
;OCP для HP 0.025 kg;;;;;;;;
2771111150752.0;Комплект чернил OCP для HP #123 (BKP 225, С/M/Y 163), 25 g x4;;620.0;6.14;;;;;7HO
2771111150738.0;Комплект чернил OCP для HP #650/651/662/678 (BKP 249, С/M/Y 149), 25 g x4;;840.0;7.75;;;;;7HO
2771111150745.0;Комплект чернил OCP для HP #650/651/662/678 SAFE SET (BKP 35, С/M/Y 149), 25 g x4;;700.0;5.86;;;;;7HO
2771111150769.0;Комплект чернил OCP для HP #652/664/680  (BKP 225, С/M/Y 162), 25 g x4;;620.0;6.14;;;;;7HO
2771111150806.0;Комплект чернил OCP для HP #903/903XL/907 (BKP/СP/MP/YP 227), 25 gr x 4 ;;1750.0;17.24;;;;;7HO
2770712150031.0;Комплект чернил OCP для HP #934/935 (BKP/СP/MP/YP 225), 25 gr x 4;;1640.0;17.43;;;;;7HO
2772905120579.0;Комплект чернил ОСР для HP 61/122/301/502 (BKP249,C/M/Y300), 25 g x4;;760.0;7.9;;;;;7HO
2772905120562.0;Комплект чернил ОСР для HP 61/122/301/502 (BKP89,C/M/Y300), 25 g x4;;720.0;7.34;;;;;7HO
2771111150783.0;Комплект чернил ОСР для HP 61/122/301/502 SAFE SET (BK 35,C/M/Y300), 25 g x4;;590.0;6.0;;;;;7HO
2772905120593.0;Комплект чернил ОСР для HP 61/122/301/502+RSL (BKP249,C/M/Y300+RSL), 25 g x5;;850.0;8.67;;;;;7HO
2772905120883.0;Комплект чернил ОСР для HP 920/178 (BKP89,C143, M143, Y143), 25 g x4;;800.0;7.9;;;;;7HO
2772905120616.0;Комплект чернил ОСР для HP K5300 (BKP249,C/M/Y126), 25 g x4;;840.0;8.57;;;;;7HO
2772905120609.0;Комплект чернил ОСР для HP K5300+RSL (BKP249,C/M/Y126,RSL), 25 g x5;;930.0;9.34;;;;;7HO
2771209150725.0;Комплект чернил ОСР для HP NANO-принтеров b010b, b110b (BK35,C143, M143, Y143),25 g x4;;660.0;6.67;;;;;7HO
2772905120630.0;Комплект чернил ОСР для HP №10\№11 (BKP41,C/M/Y120), 25 g x4;;820.0;8.12;;;;;7HO
2772905120692.0;Комплект чернил ОСР для HP Viv (BK90,C/M/Y93,ML/CL94), 25 g x6;;980.0;9.9;;;;;7HO
2772905120661.0;Комплект чернил ОСР для HP Viv 178 (BKP249,BK143,C/M/Y143), 25 g x5;;980.0;10.01;;;;;7HO
2772905120654.0;Комплект чернил ОСР для HP Viv 178 + RSL (BKP249,BK143,C/M/Y143, RSL100), 25 g x6;;1060.0;10.79;;;;;7HO
2772905120678.0;Комплект чернил ОСР для HP Viv 920 (BKP249,C143, M143, Y143), 25 g x4;;840.0;8.57;;;;;7HO
2772905120685.0;Комплект чернил ОСР для HP Viv 920 + RSL (BKP249,C143, M143, Y143 + RSL), 25 g x5;;930.0;9.34;;;;;7HO
2772905120647.0;Комплект чернил ОСР для HP Viv+RSL (BK90,C/M/Y93,ML/CL94,RSL), 25 g x7;;1060.0;10.68;;;;;7HO
2772905120876.0;Комплект чернил ОСР для HP#655 (BKP249,C/M/Y343), 25 g x4;;840.0;8.9;;;;;7HO
2771209150541.0;Комплект чернил ОСР для HP#655 + RSL (BKP249,C/M/Y343, RSL), 25 g x5;;930.0;9.68;;;;;7HO
2772905120890.0;Комплект чернил ОСР для HP#655 SAFE SET(BK35,C/M/Y343), 25 g x4;;660.0;7.0;;;;;7HO
2772905120494.0;Комплект чернил ОСР для HP#940 (272 BKP 78 g, CP/MP/YP 25 g ) x4;;1690.0;14.02;;;;;7HO
2772905120524.0;Комплект чернил ОСР для HP#940 SAFE SET (BK35,C/M/Y126), 25 g x4;;660.0;6.67;;;;;7HO
2772905120722.0;Комплект чернил ОСР для HP#950/951 (BKP/CP/MP/YP280), 25 g x4;;1510.0;15.24;;;;;7HO
2770712150062.0;Комплект чернил ОСР для HP27/56,28/57 (BKP249,C/M/Y93), 25 g x4;;860.0;8.76;;;;;7HO
2772905120531.0;Комплект чернил ОСР для HP27/56,28/57 (BKP249,C760,M758,Y752), 25 g x4;;840.0;8.57;;;;;7HO
2771209150244.0;Чернила ОСР 120 C  для картриджей HP#11,13,12,82, 25 g;;180.0;1.67;;;;;7HO
2771209150220.0;Чернила ОСР 120 M  для картриджей HP#11,13,12,82, 25 g;;180.0;1.67;;;;;7HO
2771209150237.0;Чернила ОСР 120 Y  для картриджей HP#11,13,12,82, 25 g;;180.0;1.67;;;;;7HO
2771209150268.0;Чернила ОСР 126 C для картриджей HP#18,88, 25 g;;180.0;1.67;;;;;7HO
2771209150275.0;Чернила ОСР 126 M для картриджей HP#18,88, 25 g;;180.0;1.67;;;;;7HO
2771209150282.0;Чернила ОСР 126 Y для картриджей HP#18,88, 25 g;;180.0;1.67;;;;;7HO
2771209150442.0;Чернила ОСР 143 C  для картриджей HP#121,178, 25 g;;180.0;1.67;;;;;7HO
2771209150459.0;Чернила ОСР 143 M  для картриджей HP#121,178, 25 g;;180.0;1.67;;;;;7HO
2771209150466.0;Чернила ОСР 143 Y для картриджей HP#121,178, 25 g;;180.0;1.67;;;;;7HO
2771209150299.0;Чернила ОСР 143 ВК  для картриджей HP #178, 25 g;;140.0;1.44;;;;;7HO
2771209150916.0;Чернила ОСР 149 C  для картриджей HP#650, 651, 662, 678 , 25 g;;140.0;1.4;;;;;7HO
2771209150923.0;Чернила ОСР 149 M для картриджей HP#650, 651, 662, 678 , 25 g;;140.0;1.4;;;;;7HO
2771209150930.0;Чернила ОСР 149 Y для картриджей HP#650, 651, 662, 678 , 25 g;;140.0;1.4;;;;;7HO
2771209150978.0;Чернила ОСР 162 C  для картриджей HP# 652, 664, 680, Cyan, 25 g;;140.0;1.4;;;;;7HO
2771209150985.0;Чернила ОСР 162 M  для картриджей HP# 652, 664, 680, Magenta, 25 g;;140.0;1.4;;;;;7HO
2771209150992.0;Чернила ОСР 162 Y  для картриджей HP# 652, 664, 680, Yellow, 25 g;;140.0;1.4;;;;;7HO
2771209150947.0;Чернила ОСР 163 C  для картриджей HP#123, 25 g;;140.0;1.4;;;;;7HO
2771209150954.0;Чернила ОСР 163 M для картриджей HP#123, 25 g;;140.0;1.4;;;;;7HO
2771209150961.0;Чернила ОСР 163 Y для картриджей HP#123, 25 g;;140.0;1.4;;;;;7HO
2771209150817.0;Чернила ОСР 225 BKP для картриджей НР#934, 25 g;;190.0;1.94;;;;;7HO
2771209150824.0;Чернила ОСР 225 CP для картриджей НР#934, 25 g;;490.0;5.16;;;;;7HO
2771209150831.0;Чернила ОСР 225 MP для картриджей НР#934, 25 g;;490.0;5.16;;;;;7HO
2771209150848.0;Чернила ОСР 225 YP для картриджей НР#934, 25 g;;490.0;5.16;;;;;7HO
2771209151005.0;Чернила ОСР 227 BKP для картриджей НР#903/903XL/907, 25 g ;;370.0;3.56;;;;;7HO
2771209151012.0;Чернила ОСР 227 CP для картриджей НР#903/903XL, 25 g ;;470.0;4.56;;;;;7HO
2771209151029.0;Чернила ОСР 227 MP для картриджей НР#903/903XL, 25 g ;;470.0;4.56;;;;;7HO
2771209151036.0;Чернила ОСР 227 YP для картриджей НР#903/903XL, 25 g ;;470.0;4.56;;;;;7HO
2771209150473.0;Чернила ОСР 249 BKP Pigment для картриджей HP#21,27,56,129-132,140,121,178, 25 g;;360.0;3.56;;;;;7HO
2771209150305.0;Чернила ОСР 260 BKP для НР, 25 g;;400.0;3.89;;;;;7HO
2771209150312.0;Чернила ОСР 260 CP для НР, 25 g;;520.0;5.12;;;;;7HO
2771209150329.0;Чернила ОСР 260 MP для НР, 25 g;;520.0;5.12;;;;;7HO
2771209150336.0;Чернила ОСР 260 YP для НР, 25 g;;520.0;5.12;;;;;7HO
2771209150374.0;Чернила ОСР 272 CP для картриджей НР#940, 25 g;;470.0;4.68;;;;;7HO
2771209150367.0;Чернила ОСР 272 YP  для картриджей НР#940, 25 g;;470.0;4.68;;;;;7HO
2771209150350.0;Чернила ОСР 272 МР  для картриджей НР#940, 25 g;;470.0;4.68;;;;;7HO
2771209150053.0;Чернила ОСР 280 BKP Pigment для картриджей HP#950/950 XL, 25 g;;220.0;2.22;;;;;7HO
2771209150060.0;Чернила ОСР 280 CP  для картриджей HP#951/951 XL, 25 g;;440.0;4.34;;;;;7HO
2771209150077.0;Чернила ОСР 280 MP  для картриджей HP#951/951 XL, 25 g;;440.0;4.34;;;;;7HO
2771209150084.0;Чернила ОСР 280 YP  для картриджей HP#951/951 XL, 25 g;;440.0;4.34;;;;;7HO
2771209150022.0;Чернила ОСР 300 C для НР, 25 g;;140.0;1.44;;;;;7HO
2771209150039.0;Чернила ОСР 300 M для НР, 25 g;;140.0;1.44;;;;;7HO
2771209150046.0;Чернила ОСР 300 Y для НР, 25 g;;150.0;1.44;;;;;7HO
2771209150480.0;Чернила ОСР 343 C для картриджей HP#655, 25 g;;180.0;1.78;;;;;7HO
2771209150497.0;Чернила ОСР 343 M для картриджей HP#655, 25 g;;180.0;1.78;;;;;7HO
2771209150503.0;Чернила ОСР 343 Y для картриджей HP#655, 25 g;;180.0;1.78;;;;;7HO
2771209150015.0;Чернила ОСР 35 ВК для картриджей НР#45,15,84, CANON SAFE/PHOTO sets, псевдопигмент, 25 g;;180.0;1.67;;;;;C7HO
2771209150091.0;Чернила ОСР 41 BKP  для картриджей HP #10,13,45,15,40,82, 25 g;;310.0;3.11;;;;;7HO
2771209150107.0;Чернила ОСР 50 BK для HP, 25 g;;300.0;2.89;;;;;7HO
2771209150510.0;Чернила ОСР 752 Y для HP #28, #57, 25 g;;180.0;1.67;;;;;7HO
2771209150527.0;Чернила ОСР 758 M для HP #28, #57, 25 g;;180.0;1.67;;;;;7HO
2771209150534.0;Чернила ОСР 760 C для HP #28, #57, 25 g;;180.0;1.67;;;;;7HO
2771209150398.0;Чернила ОСР 770 Y для HP, 25 g;;180.0;1.78;;;;;7HO
2771209150404.0;Чернила ОСР 776 M для HP, 25 g;;180.0;1.78;;;;;7HO
2771209150411.0;Чернила ОСР 780 C для HP, 25 g;;180.0;1.72;;;;;7HO
2771209150152.0;Чернила ОСР 89 BKP для НР, 25 g;;300.0;2.89;;;;;7HO
2771209150169.0;Чернила ОСР 90 BK для картриджей HP Viv #177, 25 g;;210.0;2.0;;;;;7HO
2771209150176.0;Чернила ОСР 93 C  для картриджей HP Viv 177, 25 g;;180.0;1.67;;;;;7HO
2771209150183.0;Чернила ОСР 93 M для картриджей HP Viv 177, 25 g;;180.0;1.67;;;;;7HO
2771209150190.0;Чернила ОСР 93 Y для картриджей HP Viv #177, 25 g;;180.0;1.67;;;;;7HO
2771209150206.0;Чернила ОСР 94 CL для картриджей HP Viv #177, 25 g;;140.0;1.44;;;;;7HO
2771209150213.0;Чернила ОСР 94 ML  для картриджей HP Viv 177, 25 g;;140.0;1.44;;;;;7HO
;OCP спецжидкости 0.025 kg;;;;;;;;
2771309150069.0;OCP CCF жидкость для промывки СНПЧ (светло-голубая), 25 g;;120.0;1.11;;;;;OAS
2771309150076.0;OCP CFR промывочные жидкость  (красная), 25 g;;70.0;0.56;;;;;OS
2771309150021.0;OCP CRS сервисная жидкость ОСР (1:3), 25 g;;180.0;1.56;;;;;OS
2771309150045.0;OCP ECI, Epson Cleaning Ink-жидкость для реанимации печатающих головок принтеров EPSON (синяя) 25 g;;120.0;0.95;;;;;EOS
2771309150052.0;OCP LCF III, Lexmark Cleaning Fluid - жидкость для отмачивания пигментных чернил (бесцветная), 25 g;;140.0;1.23;;;;;7OS
2771309150038.0;OCP NRC, Nozzle Rocket colourless - отмачивающая жидкость ОСР (бесцветная), 25 g;;120.0;0.95;;;;;OS
2771309150083.0;OCP PIW, Pure Ink Water - промышленно очищенная вода (бесцветная), 25 g;;70.0;0.56;;;;;OS
2771309150014.0;OCP RSL, Rinse Solution Liquid- базовая сервисная жидкость ОСР (желтого цвета), 25 g;;90.0;0.78;;;;;OS
;OCP 0,07 kg;;;;;;;;
;OCP для BROTHER  0.07 kg;;;;;;;;
2770206150028.0;Комплект чернил ОСР для BROTHER (BKP45, C/M/Y512), 70 g x4;;1320.0;13.11;;;;;7URO
2770206150219.0;Комплект чернил ОСР для BROTHER (BKP45, C/M/Y513), 70 g x4;;1320.0;13.11;;;;;7URO
2772812110045.0;Чернила ОСР 45 ВКР для картриджей BROTHER, 70 g;;570.0;5.56;;;;;7URO
2772812110052.0;Чернила ОСР 512 C для картриджей BROTHER, 70 g;;260.0;2.51;;;;;7URO
2772812110076.0;Чернила ОСР 512 Y для картриджей BROTHER, 70 g;;260.0;2.51;;;;;7URO
2772812110069.0;Чернила ОСР 512 М для картриджей BROTHER, 70 g;;260.0;2.51;;;;;7URO
2772812110083.0;Чернила ОСР 513 C для картриджей BROTHER, 70 g;;260.0;2.51;;;;;7URO
2772812110106.0;Чернила ОСР 513 Y для картриджей BROTHER, 70 g;;260.0;2.51;;;;;7URO
2772812110090.0;Чернила ОСР 513 М для картриджей BROTHER, 70 g;;260.0;2.51;;;;;7URO
;OCP для CANON  0.07 kg;;;;;;;;
2770206150189.0;Комплект чернил OCP 230 BKP для CAN GI-490 PGBK, 70 gr x2;;400.0;5.5;;;;;C7UO
2770206150042.0;Комплект чернил OCP для CAN Maxify PGI-1400/2400XL (BKP/CP/MP/YP 230), 70 gr x 4;;2360.0;25.63;;;;;C7UO
2773005120049.0;Комплект чернил ОСР для CAN 3600 new  (BKP44,BK124,C154,M/Y144), 70 g x5;;2000.0;20.02;;;;;C7UO
2773005120056.0;Комплект чернил ОСР для CAN 3600 new + RSL (BKP44,BK124,C154,M/Y144, RSL70), 70 g x6;;2120.0;21.19;;;;;C7UO
2773005120919.0;Комплект чернил ОСР для CAN 3600/4600 ECO SET NON STOP (C795,M/Y144/BK124/BK35), 70gx5;;1480.0;14.63;;;;;C7O
2770206150059.0;Комплект чернил ОСР для CAN 3600/4600 ECO SET NON STOP+RSL (C795,M/Y144/BK124/BK35,RSL), 70 gx6;;1590.0;15.78;;;;;C7UO
2773005120063.0;Комплект чернил ОСР для CAN 3600/4600 new SAFE SET (BK35,BK124,C154,M/Y144), 70gx5;;1710.0;17.13;;;;;C7O
2773005120070.0;Комплект чернил ОСР для CAN 3600/4600 new SAFE SET+RSL (C154,M/Y144/BK124/BK35,RSL), 70 g x6;;1820.0;18.29;;;;;C7UO
2773005120087.0;Комплект чернил ОСР для CAN 4200 (BKP 44, BK 797, C/M/Y 122) , 70 g x5;;1640.0;16.46;;;;;C7UO
2773005120797.0;Комплект чернил ОСР для CAN 4200 ECO SET NON STOP (C795,M/Y122/BK797/BK35), 70 g x5;;1350.0;13.65;;;;;C7UO
2773005120117.0;Комплект чернил ОСР для CAN 4200 SAFE SET (BK35, BK 797, C/M/Y 122) , 70 g x5;;1350.0;13.55;;;;;C7UO
2773005120995.0;Комплект чернил ОСР для CAN 440/441 (BKP44,C/M/Y710), 70gx4;;1180.0;11.9;;;;;C7O
2773005120735.0;Комплект чернил ОСР для CAN 440/441 SAFE SET (BK35,C/M/Y710), 70gx4;;880.0;8.99;;;;;C7O
2773005120902.0;Комплект чернил ОСР для CAN 440/441+RSL (BKP44,C/M/Y710,RSL), 70 g x5;;1290.0;10.15;;;;;C7UO
2770206150066.0;Комплект чернил ОСР для CAN 445/446 принтеров MG 2540/2440; IP (BKP44,C/M/Y136), 70gx4;;1120.0;11.66;;;;;C7O
2773005120711.0;Комплект чернил ОСР для CAN 510/511  (BKP 44,C/M/Y712), 70 g x4;;1180.0;11.9;;;;;C7UO
2773005120742.0;Комплект чернил ОСР для CAN 510/511 SAFE SET (BK35,C/M/Y712), 70 g x4;;880.0;8.99;;;;;C7UO
2770206150073.0;Комплект чернил ОСР для CAN 510/511+RSL  (BKP 44,C/M/Y712,RSL), 70 g x5;;1290.0;10.15;;;;;C7UO
2770206150158.0;Комплект чернил ОСР для CAN 6340 new (BKP235, Grey 130, BK/M/Y135,C712), 70 g x6;;2440.0;24.42;;;;;C7UO
2770206150141.0;Комплект чернил ОСР для CAN 6340 new SAFE SET (BK35,Grey130,BK/M/Y135,C712), 70 g x6;;2120.0;21.23;;;;;C7UO
2770206150134.0;Комплект чернил ОСР для CAN 7240 new (BKP235,BK/M/Y135,C712), 70 g x5;;2090.0;20.93;;;;;C7UO
2770206150127.0;Комплект чернил ОСР для CAN 7240 new SAFE SET (BK 35,BK/M/Y135,C712), 70 g x5;;1760.0;17.75;;;;;C7UO
2773005120162.0;Комплект чернил ОСР для CAN BCI-6 (BK68,C51,M49,Y47,CL52,ML50,G10,R10), 70 g x8;;1910.0;19.48;;;;;C7UO
2773005120209.0;Комплект чернил ОСР для CAN BCI-6 (BK68,C51,M49,Y47), 70 g x4;;1020.0;10.26;;;;;C7UO
2773005120025.0;Комплект чернил ОСР для CAN CL-40/510,41/511  (BKP 44,C/M/Y 795), 70 g x4;;1320.0;13.36;;;;;C7UO
2773005120292.0;Комплект чернил ОСР для CAN CL-40/510,41/511+RSL (BKP44,C/M/Y795,RSL), 70 g x5;;1470.0;14.52;;;;;C7UO
2773005120032.0;Комплект чернил ОСР для CAN CL-40/510,41/511SAFE SET (BKP35,C/M/Y795), 70 g x4;;1020.0;10.45;;;;;C7UO
2770206150011.0;Комплект чернил ОСР для CAN CLI-42 (BK157/158/159,C/M/Y158,CL/ML 159), 70 g x8;;1760.0;17.89;;;;;C7UO
2773005120223.0;Комплект чернил ОСР для CAN CLI-8 (BK797,C/M/Y122,CL/ML 125, R122, G 122), 70 g x8;;2070.0;20.8;;;;;C7UO
2773005120216.0;Комплект чернил ОСР для CAN CLI-8 (BK797,C/M/Y122,CL/ML 125), 70 g x6;;1570.0;15.76;;;;;C7UO
2770206150172.0;Комплект чернил ОСР для CAN G1400/2400/3400 (BKP230x2, C/M/Y167), 70 g x5;;870.0;11.12;;;;;C7UO
2770206150080.0;Комплект чернил ОСР для CAN MG5740/6840, PGBK 470/471BK/C/M/Y (BKP 44, BK 153, С/M/Y 153), 70 g x5;;2280.0;24.46;;;;;C7UO
2770206150165.0;Комплект чернил ОСР для CAN MG5740/6840, PGBK 470/471BK/C/M/Y SAFE SET(BK35,BK/С/M/Y 153), 70 g x5;;1970.0;21.56;;;;;C7UO
2770206150196.0;Комплект чернил ОСР для CAN MG7740 (BKP 44, BK 153, С/M/Y/GY 153), 70 g x6;;2730.0;29.5;;;;;C7UO
2770206150202.0;Комплект чернил ОСР для CAN MG7740 SAFE SET (BKP 35, BK 153, С/M/Y/GY 153), 70 g x6;;2420.0;26.62;;;;;C7UO
2773005120780.0;Комплект чернил ОСР для CAN MP620/MP630, MP980/MP990 ECOSETNONSTOP(BK35,BK123/124,C795,M/Y144),70gx6;;1910.0;18.98;;;;;C7O
2773005120254.0;Комплект чернил ОСР для CAN new 4200 (BKP 44, BK 797, C 133, M/Y 122) , 70 g x5;;1800.0;18.0;;;;;C7UO
2773005120247.0;Комплект чернил ОСР для CAN new 4200 SAFE SET (BKP 35, BK 797, C 133, M/Y 122) , 70 g x5;;1500.0;15.09;;;;;C7UO
